Geneid	gene_symbol	Chr	Start	End	Strand	Length	logFC	P.Value	FDR
ENSG00000115275.15	MOGS	chr2	74465163	74465245	-	83	0.4971166619	2.16E-05	0.01124325581
ENSG00000011566.15	MAP4K3	chr2	39437229	39437285	-	57	1.185613923	4.68E-05	0.02021388616
ENSG00000113575.12	PPP2CA	chr5	134226044	134226071	-	28	0.489422503	2.54E-05	0.01290283812
ENSG00000138756.19	BMP2K	chr4	78776350	78776377	+	28	1.148655962	3.36E-05	0.01575230251
ENSG00000058262.11	SEC61A1	chr3	128052437	128052439	+	3	0.5275936556	9.31E-05	0.03400197658
ENSG00000124570.21	SERPINB6	chr6	2971117	2971206	-	90	0.6187294097	1.89E-05	0.01023872974
ENSG00000091436.17	MAP3K20	chr2	173075868	173076002	+	135	0.5214237667	2.64E-05	0.01329345631
ENSG00000162980.17	ARL5A	chr2	151828389	151828421	-	33	1.096697846	4.22E-05	0.01860202865
ENSG00000075413.19	MARK3	chr14	103385541	103385697	+	157	0.4566857946	1.75E-05	0.009702171774
ENSG00000230124.8	ACBD6	chr1	180502578	180502954	-	377	0.4442483559	3.04E-05	0.014715652
ENSG00000108854.16	SMURF2	chr17	64661929	64662307	-	379	0.3484332737	2.64E-05	0.01329345631
ENSG00000182287.15	AP1S2	chrX	15854792	15854804	-	13	1.523451001	3.26E-05	0.01539758124
ENSG00000083845.9	RPS5	chr19	58388246	58388417	+	172	0.7109500016	2.98E-05	0.01457470756
ENSG00000183087.15	GAS6	chr13	113864016	113864076	-	61	0.8724750629	3.51E-05	0.01625703101
ENSG00000138760.11	SCARB2	chr4	76213796	76213796	-	1	1.007223405	2.03E-05	0.01078251117
ENSG00000256116.1	ENSG00000256116	chr11	64234293	64234352	-	60	1.780815384	0.0001322190877	0.04393851257
ENSG00000138760.11	SCARB2	chr4	76213797	76213799	-	3	1.014541968	2.04E-05	0.01083238242
ENSG00000120256.11	LRP11	chr6	149863408	149864026	-	619	0.5795480732	6.91E-05	0.02699488331
ENSG00000178202.14	POGLUT3	chr11	108498385	108498405	-	21	1.007243715	3.83E-05	0.01743136571
ENSG00000064115.11	TM7SF3	chr12	27014348	27014359	-	12	1.21406318	2.48E-05	0.01259888351
ENSG00000123131.13	PRDX4	chrX	23667493	23667498	+	6	0.6416876311	0.0001039183691	0.03727402842
ENSG00000119537.18	KDSR	chr18	63367201	63367203	-	3	1.910522934	2.82E-05	0.01394143421
ENSG00000118515.12	SGK1	chr6	134173358	134173461	-	104	0.7925176492	2.20E-05	0.01142490728
ENSG00000167693.17	NXN	chr17	979463	979776	-	314	0.4226319673	3.17E-05	0.01517965983
ENSG00000157911.11	PEX10	chr1	2412515	2412535	-	21	0.8853891841	2.95E-05	0.01446761764
ENSG00000008517.19	IL32	chr16	3065610	3065613	+	4	-1.627278488	3.19E-05	0.01520531107
ENSG00000157193.18	LRP8	chr1	53276825	53277070	-	246	0.5838660553	0.0001503424119	0.04805886704
ENSG00000148154.10	UGCG	chr9	111896814	111897176	+	363	0.3738867085	4.04E-05	0.01797286892
ENSG00000104687.14	GSR	chr8	30727702	30727835	-	134	1.001009614	3.96E-05	0.01775042837
ENSG00000111640.15	GAPDH	chr12	6534862	6534991	+	130	0.4593515694	2.74E-05	0.01367964247
ENSG00000171302.17	CANT1	chr17	78991716	78991716	-	1	-2.041547	2.89E-05	0.0141913442
ENSG00000130204.13	TOMM40	chr19	44891410	44891525	+	116	0.6275380665	3.88E-05	0.01754048702
ENSG00000148334.16	PTGES2	chr9	128127712	128127717	-	6	0.8037287408	2.61E-05	0.01319233908
ENSG00000172845.18	SP3	chr2	173964070	173964219	-	150	1.358152939	3.62E-05	0.01670147341
ENSG00000143952.20	VPS54	chr2	64019073	64019428	-	356	0.4889161242	0.0001325926503	0.04393851257
ENSG00000109762.17	SNX25	chr4	185210130	185210160	+	31	0.8766545172	0.0001059827683	0.03782211773
ENSG00000108654.16	DDX5	chr17	64502550	64502584	-	35	0.492511081	2.08E-05	0.01098264087
ENSG00000100065.15	CARD10	chr22	37519343	37519415	-	73	0.5842419805	2.80E-05	0.01389209512
ENSG00000058262.11	SEC61A1	chr3	128052434	128052436	+	3	0.5478365003	0.000110748851	0.03900970617
ENSG00000167552.15	TUBA1A	chr12	49186588	49186610	-	23	1.133915423	4.05E-05	0.01797286892
ENSG00000121892.15	PDS5A	chr4	39977511	39977911	-	401	0.3923055427	0.0001232531141	0.04190700963
ENSG00000282034.2	ENSG00000282034	chr16	30743782	30744149	+	368	-0.609253901	2.99E-05	0.01459781108
ENSG00000126091.21	ST3GAL3	chr1	43707566	43707571	+	6	1.328986143	2.15E-05	0.01121824626
ENSG00000005007.14	UPF1	chr19	18831959	18831975	+	17	0.875071969	3.13E-05	0.01503605573
ENSG00000101160.15	CTSZ	chr20	59007240	59007241	-	2	0.7827987438	2.39E-05	0.01219415611
ENSG00000115963.14	RND3	chr2	150485286	150485382	-	97	0.4699096657	6.16E-05	0.02492535092
ENSG00000112715.26	VEGFA	chr6	43770793	43771082	+	290	0.5477336487	2.81E-05	0.01392499192
ENSG00000040531.16	CTNS	chr17	3647523	3647604	+	82	-1.639342058	0.0001405553279	0.04576003874
ENSG00000128245.15	YWHAH	chr22	31944535	31944746	+	212	0.4172649675	6.58E-05	0.0261569672
ENSG00000183048.12	SLC25A10	chr17	81712307	81712519	+	213	0.3918495746	6.18E-05	0.02494543373
ENSG00000124006.15	OBSL1	chr2	219570576	219570692	-	117	0.7350440452	3.02E-05	0.01467554451
ENSG00000170345.10	FOS	chr14	75280129	75280192	+	64	0.4248465784	3.90E-05	0.01762159182
ENSG00000160710.18	ADAR	chr1	154588603	154588673	-	71	0.3396788592	5.09E-05	0.02163163163
ENSG00000139370.12	SLC15A4	chr12	128823523	128823593	-	71	0.8304906891	4.33E-05	0.019038233
ENSG00000137312.15	FLOT1	chr6	30742277	30742307	-	31	-0.6106651742	3.09E-05	0.01488875274
ENSG00000176783.15	RUFY1	chr5	179550554	179550835	+	282	0.4757081184	3.00E-05	0.01461349827
ENSG00000126088.14	UROD	chr1	45010950	45011915	+	966	0.5290221834	2.69E-05	0.01351428397
ENSG00000163950.13	SLBP	chr4	1712201	1712250	-	50	1.400021634	5.93E-05	0.02432138686
ENSG00000167552.15	TUBA1A	chr12	49186990	49187084	-	95	1.270377638	4.46E-05	0.01936990804
ENSG00000198792.13	TMEM184B	chr22	38272939	38273005	-	67	0.657232617	3.39E-05	0.0158581425
ENSG00000128641.19	MYO1B	chr2	191245528	191245611	+	84	0.5371186174	2.97E-05	0.01450426129
ENSG00000160957.15	RECQL4	chr8	144517701	144517833	-	133	1.015308614	3.03E-05	0.01467986188
ENSG00000198399.16	ITSN2	chr2	24360491	24360508	-	18	1.056555924	2.80E-05	0.01389209512
ENSG00000162069.16	BICDL2	chr16	3030935	3031150	-	216	2.170782214	0.0001336901196	0.04413626581
ENSG00000108175.19	ZMIZ1	chr10	79068966	79069270	+	305	0.7541634581	3.70E-05	0.01698312134
ENSG00000282034.2	ENSG00000282034	chr16	30744150	30745169	+	1020	-0.7404498852	3.45E-05	0.01606764213
ENSG00000134294.14	SLC38A2	chr12	46372321	46372446	-	126	1.088402526	3.17E-05	0.01517965983
ENSG00000205542.11	TMSB4X	chrX	12975732	12976245	+	514	0.312027743	0.000156325753	0.04952253782
ENSG00000160710.18	ADAR	chr1	154582076	154582076	-	1	-1.071828211	5.52E-05	0.02302637084
ENSG00000161243.9	FBXO27	chr19	39032064	39032253	-	190	0.7887080755	5.72E-05	0.02371627943
ENSG00000125520.14	SLC2A4RG	chr20	63740377	63740379	+	3	0.7892779121	4.60E-05	0.01997890157
ENSG00000132522.16	GPS2	chr17	7315120	7315120	-	1	0.9187737595	3.21E-05	0.01527006741
ENSG00000162980.17	ARL5A	chr2	151828442	151828465	-	24	1.299018403	5.82E-05	0.02396102497
ENSG00000006744.19	ELAC2	chr17	13017967	13017990	-	24	0.5036173095	6.70E-05	0.02643513239
ENSG00000130508.11	PXDN	chr2	1744443	1744502	-	60	0.7571398265	3.41E-05	0.01590654233
ENSG00000160957.15	RECQL4	chr8	144517629	144517635	-	7	1.011791295	3.25E-05	0.01539642233
ENSG00000124831.20	LRRFIP1	chr2	237692333	237692338	+	6	1.021598412	3.21E-05	0.01527006741
ENSG00000214357.9	NEURL1B	chr5	172641266	172641437	+	172	1.710947108	0.0001217182942	0.04150523203
ENSG00000197594.14	ENPP1	chr6	131808034	131808122	+	89	0.8101537805	3.92E-05	0.01765785663
ENSG00000171962.18	DRC3	chr17	17973752	17973753	+	2	1.752308956	5.04E-05	0.02145517039
ENSG00000126214.22	KLC1	chr14	103629297	103629494	+	198	0.4451730424	3.03E-05	0.01467986188
ENSG00000168461.13	RAB31	chr18	9708275	9708300	+	26	1.102307618	4.43E-05	0.01933180288
ENSG00000123094.16	RASSF8	chr12	25958682	25959028	+	347	1.272042638	4.67E-05	0.02019773445
ENSG00000160710.18	ADAR	chr1	154588125	154588258	-	134	0.3301550176	5.94E-05	0.02433040401
ENSG00000076351.13	SLC46A1	chr17	28406169	28406201	-	33	1.241727202	6.01E-05	0.02446151677
ENSG00000178922.18	HYI	chr1	43453809	43453825	-	17	0.9343195965	3.75E-05	0.01716659812
ENSG00000127838.15	PNKD	chr2	218344808	218346756	+	1949	-0.367719779	4.63E-05	0.02007223558
ENSG00000169660.17	HEXD	chr17	82418673	82418686	+	14	1.695061649	4.40E-05	0.01924422895
ENSG00000044574.9	HSPA5	chr9	125237155	125238140	-	986	0.4992054981	4.70E-05	0.02026991066
ENSG00000110218.9	PANX1	chr11	94128841	94128928	+	88	0.829378389	0.0001117913161	0.0392983814
ENSG00000131828.14	PDHA1	chrX	19351260	19351280	+	21	1.661848574	4.66E-05	0.02014646588
ENSG00000198825.15	INPP5F	chr10	119726082	119726109	+	28	1.494126112	3.42E-05	0.015949463
ENSG00000253352.10	TUG1	chr22	30969472	30969533	+	62	1.210398293	3.33E-05	0.01561896665
ENSG00000196155.13	PLEKHG4	chr16	67279553	67279588	+	36	1.201506057	3.71E-05	0.01702937383
ENSG00000137312.15	FLOT1	chr6	30740592	30740678	-	87	-0.7284718228	3.76E-05	0.017171696
ENSG00000169718.18	DUS1L	chr17	82065613	82065783	-	171	0.6088572884	5.87E-05	0.02412720312
ENSG00000108106.14	UBE2S	chr19	55407772	55407788	-	17	1.396503984	0.0001028938001	0.03698177288
ENSG00000261236.8	BOP1	chr8	144291368	144291370	-	3	0.6444308435	4.38E-05	0.01924422895
ENSG00000188807.13	TMEM201	chr1	9588922	9589043	+	122	0.9103470434	5.88E-05	0.0241463458
ENSG00000146648.21	EGFR	chr7	55019131	55019150	+	20	1.053726708	3.62E-05	0.01670147341
ENSG00000020577.14	SAMD4A	chr14	54566117	54566310	+	194	0.6927613235	4.13E-05	0.01826522754
ENSG00000130962.18	PRRG1	chrX	37349396	37349469	+	74	1.352025601	0.0001214505176	0.04150054898
ENSG00000166337.11	TAF10	chr11	6612077	6612177	-	101	1.21016031	7.29E-05	0.02806869361
ENSG00000072310.18	SREBF1	chr17	17836727	17836986	-	260	0.4160213779	3.19E-05	0.01520531107
ENSG00000128789.22	PSMG2	chr18	12658043	12658161	+	119	1.195630573	7.79E-05	0.02947871445
ENSG00000142188.17	TMEM50B	chr21	33450547	33450863	-	317	0.3697560773	0.0001142230175	0.03980157033
ENSG00000124762.14	CDKN1A	chr6	36680474	36680857	+	384	0.5719826499	0.0001152407015	0.03999260677
ENSG00000082014.17	SMARCD3	chr7	151245514	151245671	-	158	0.7098938181	7.19E-05	0.02782497062
ENSG00000106263.19	EIF3B	chr7	2354867	2354881	+	15	1.080644813	4.01E-05	0.01794383432
ENSG00000100422.14	CERK	chr22	46738091	46738207	-	117	0.8118006246	6.00E-05	0.02446151677
ENSG00000095787.26	WAC	chr10	28533313	28533370	+	58	0.4428643685	3.28E-05	0.0154430941
ENSG00000170345.10	FOS	chr14	75279670	75279876	+	207	0.3606528972	5.21E-05	0.02205021219
ENSG00000243649.10	CFB	chr6	31950945	31951143	+	199	0.95103117	3.47E-05	0.01611991002
ENSG00000151718.16	WWC2	chr4	183099339	183099491	+	153	0.5118818844	3.96E-05	0.01775042837
ENSG00000196781.16	TLE1	chr9	81688217	81688448	-	232	0.3697279286	4.46E-05	0.01936990804
ENSG00000124209.4	RAB22A	chr20	58309715	58309757	+	43	0.7805876287	0.0001007081189	0.03641894792
ENSG00000135269.18	TES	chr7	116210506	116210538	+	33	0.8436012455	0.0001257392344	0.04237917685
ENSG00000105723.13	GSK3A	chr19	42242316	42242371	-	56	1.03624182	4.03E-05	0.01797286892
ENSG00000174080.12	CTSF	chr11	66568419	66568495	-	77	0.9246681804	3.57E-05	0.01649098493
ENSG00000075624.17	ACTB	chr7	5530591	5530597	-	7	0.4490523911	3.95E-05	0.01775042837
ENSG00000144645.16	OSBPL10	chr3	31981263	31981300	-	38	0.8451036341	4.39E-05	0.01924422895
ENSG00000171105.14	INSR	chr19	7293867	7293931	-	65	1.262826094	8.71E-05	0.03233533491
ENSG00000108828.16	VAT1	chr17	43022140	43022350	-	211	0.3152448955	0.0001129391067	0.0395441646
ENSG00000011243.19	AKAP8L	chr19	15380073	15380085	-	13	0.7297277692	3.86E-05	0.0175140308
ENSG00000099785.11	MARCHF2	chr19	8413305	8413420	+	116	0.7592672709	6.61E-05	0.0261569672
ENSG00000114391.14	RPL24	chr3	101686591	101686671	-	81	-0.5390264803	5.35E-05	0.02257048722
ENSG00000130734.10	ATG4D	chr19	10543918	10543970	+	53	0.7540354084	4.77E-05	0.02049322967
ENSG00000059378.13	PARP12	chr7	140062552	140062933	-	382	0.373172934	0.0001336415427	0.04413626581
ENSG00000005884.18	ITGA3	chr17	50056438	50056439	+	2	0.5793976363	3.85E-05	0.01748317966
ENSG00000133030.22	MPRIP	chr17	17042597	17042759	+	163	1.211083537	3.76E-05	0.017171696
ENSG00000149932.17	TMEM219	chr16	29962079	29962086	+	8	1.032846686	7.31E-05	0.02809922402
ENSG00000179632.10	MAF1	chr8	144104461	144104511	+	51	0.6344109706	6.59E-05	0.0261569672
ENSG00000149480.7	MTA2	chr11	62601488	62601865	-	378	0.3365566447	4.80E-05	0.02063277158
ENSG00000109113.20	RAB34	chr17	28717851	28717868	-	18	0.7311657024	3.86E-05	0.0175140308
ENSG00000115758.14	ODC1	chr2	10447781	10448010	-	230	0.6878623405	5.97E-05	0.02437325096
ENSG00000171962.18	DRC3	chr17	17973665	17973751	+	87	1.640403876	6.57E-05	0.0261569672
ENSG00000161960.16	EIF4A1	chr17	7574679	7574745	+	67	-0.3670290813	3.69E-05	0.01696983677
ENSG00000162772.17	ATF3	chr1	212608915	212608930	+	16	0.5147309989	5.57E-05	0.02314790207
ENSG00000008517.19	IL32	chr16	3069553	3069640	+	88	-1.4153612	5.85E-05	0.02404883463
ENSG00000132819.17	RBM38	chr20	57391453	57391636	+	184	1.501952265	0.0001127111459	0.03950357604
ENSG00000148120.18	AOPEP	chr9	95005013	95005065	+	53	0.6344139318	6.62E-05	0.0261569672
ENSG00000162627.17	SNX7	chr1	98661701	98661720	+	20	1.348460958	8.18E-05	0.03069928474
ENSG00000107643.17	MAPK8	chr10	48306680	48306752	+	73	0.4931519833	0.0001265905619	0.04254939281
ENSG00000077097.17	TOP2B	chr3	25664229	25664340	-	112	0.4513285001	4.04E-05	0.01797286892
ENSG00000090487.11	SPG21	chr15	64989816	64989911	-	96	0.9156379675	5.47E-05	0.02283504443
ENSG00000169230.10	PRELID1	chr5	177303821	177303854	+	34	1.0017706	6.97E-05	0.02710866129
ENSG00000148337.22	CIZ1	chr9	128191551	128191557	-	7	1.108318646	6.72E-05	0.02644231999
ENSG00000135766.9	EGLN1	chr1	231421263	231422287	-	1025	0.3990824878	7.83E-05	0.02959515969
ENSG00000127838.15	PNKD	chr2	218341981	218342144	+	164	-0.6122431762	6.40E-05	0.02560797313
ENSG00000176393.11	RNPEP	chr1	201982757	201982818	+	62	0.6161602846	6.06E-05	0.02454311798
ENSG00000196924.19	FLNA	chrX	154348648	154348690	-	43	0.3104913674	3.95E-05	0.01775042837
ENSG00000150093.20	ITGB1	chr10	32957759	32957865	-	107	0.7307013936	4.08E-05	0.01809401506
ENSG00000128656.15	CHN1	chr2	175005264	175005269	-	6	1.315258593	4.40E-05	0.01924422895
ENSG00000100139.14	MICALL1	chr22	37906297	37906422	+	126	1.0484754	5.78E-05	0.02387349484
ENSG00000159147.18	DONSON	chr21	33588321	33588634	-	314	0.5486309199	5.46E-05	0.02283504443
ENSG00000108854.16	SMURF2	chr17	64661898	64661912	-	15	0.5524516459	5.72E-05	0.02371627943
ENSG00000130024.15	PHF10	chr6	169724006	169724500	-	495	1.517867607	7.22E-05	0.02790627926
ENSG00000109920.13	FNBP4	chr11	47767069	47767286	-	218	0.3947444722	4.91E-05	0.02102242477
ENSG00000103249.19	CLCN7	chr16	1474927	1475025	-	99	0.727198081	4.91E-05	0.02102242477
ENSG00000115758.14	ODC1	chr2	10448121	10448309	-	189	0.4076730191	6.92E-05	0.02702961276
ENSG00000147649.10	MTDH	chr8	97644546	97644792	+	247	0.4245339385	7.57E-05	0.02887085323
ENSG00000123983.15	ACSL3	chr2	222861036	222861167	+	132	0.4065069518	5.46E-05	0.02283504443
ENSG00000163975.14	MELTF	chr3	197029654	197029787	-	134	0.37859567	5.95E-05	0.02433040401
ENSG00000160408.16	ST6GALNAC6	chr9	127899594	127899603	-	10	1.001943874	6.38E-05	0.02558024606
ENSG00000120256.11	LRP11	chr6	149864027	149864359	-	333	0.8529467522	0.0001360673686	0.04479525805
ENSG00000125967.17	NECAB3	chr20	33674360	33674366	-	7	1.082230083	5.04E-05	0.02145517039
ENSG00000138709.20	LARP1B	chr4	128061861	128062058	+	198	0.787220235	0.0001051973765	0.03757987091
ENSG00000151689.13	INPP1	chr2	190343647	190343874	+	228	0.6059045828	7.78E-05	0.02946530225
ENSG00000078269.15	SYNJ2	chr6	157981863	157981953	+	91	0.6631540405	5.77E-05	0.02384854505
ENSG00000231074.11	HCG18	chr6	30327087	30327150	-	64	0.9989631766	4.96E-05	0.02120975739
ENSG00000142627.13	EPHA2	chr1	16156053	16156069	-	17	0.5964729603	8.20E-05	0.03074636827
ENSG00000005812.11	FBXL3	chr13	77026827	77027085	-	259	0.3668840474	0.0001078627532	0.03822353297
ENSG00000134453.16	RBM17	chr10	6089054	6089070	+	17	0.8418654885	6.51E-05	0.02599971335
ENSG00000105193.9	RPS16	chr19	39433762	39434390	-	629	0.3552037752	7.91E-05	0.02983528189
ENSG00000160710.18	ADAR	chr1	154582069	154582075	-	7	-1.053925574	8.86E-05	0.03281580183
ENSG00000126934.15	MAP2K2	chr19	4124073	4124122	-	50	0.5338696873	6.04E-05	0.02452952465
ENSG00000122557.11	HERPUD2	chr7	35694628	35694800	-	173	0.5345068075	0.0001064844579	0.0379243859
ENSG00000033100.17	CHPF2	chr7	151232489	151232724	+	236	0.4372079922	7.52E-05	0.02868458592
ENSG00000162946.23	DISC1	chr1	231693830	231693935	+	106	0.9826421437	9.04E-05	0.03330253925
ENSG00000069011.16	PITX1	chr5	135033950	135034228	-	279	0.715063122	0.0001105893971	0.03899249435
ENSG00000186660.15	ZFP91	chr11	58579063	58579622	+	560	0.3504381293	0.0001278409541	0.0428471353
ENSG00000151348.16	EXT2	chr11	44095678	44095716	+	39	0.5497702498	6.60E-05	0.0261569672
ENSG00000135932.12	CAB39	chr2	230712842	230713230	+	389	0.332013927	9.32E-05	0.03400197658
ENSG00000137936.18	BCAR3	chr1	93681598	93681837	-	240	0.412275208	6.93E-05	0.02702961276
ENSG00000170275.15	CRTAP	chr3	33114054	33114548	+	495	0.3472698545	0.0001397022243	0.0455243326
ENSG00000083845.9	RPS5	chr19	58388418	58388480	+	63	0.9481297005	7.77E-05	0.02943988538
ENSG00000084090.14	STARD7	chr2	96208182	96208538	-	357	0.308789406	9.14E-05	0.03361406573
ENSG00000198837.10	DENND4B	chr1	153946301	153946718	-	418	0.7524693055	6.50E-05	0.02599691523
ENSG00000178467.18	P4HTM	chr3	48990338	48990402	+	65	0.681548031	6.95E-05	0.02706583269
ENSG00000141568.21	FOXK2	chr17	82519977	82520293	+	317	0.3756773948	0.0001550947014	0.04926534287
ENSG00000118515.12	SGK1	chr6	134173801	134173908	-	108	0.713606518	6.01E-05	0.02446151677
ENSG00000169230.10	PRELID1	chr5	177303803	177303810	+	8	1.880600661	9.30E-05	0.03400197658
ENSG00000125912.11	NCLN	chr19	3185957	3186214	+	258	0.3458114126	7.71E-05	0.02929101637
ENSG00000147548.17	NSD3	chr8	38382228	38382245	-	18	1.013281495	6.55E-05	0.0260867091
ENSG00000135870.12	RC3H1	chr1	174022096	174022357	-	262	0.5805281722	0.0001277305537	0.0428471353
ENSG00000178761.15	FAM219B	chr15	74906806	74906807	-	2	1.120701809	6.55E-05	0.0260867091
ENSG00000143183.18	TMCO1	chr1	165827470	165827755	-	286	0.5184107917	9.47E-05	0.03449717345
ENSG00000172354.10	GNB2	chr7	100673749	100673822	+	74	0.9944701421	7.27E-05	0.02801212456
ENSG00000103642.12	LACTB	chr15	63121861	63122228	+	368	0.4330919982	0.0001344484409	0.04434509531
ENSG00000118515.12	SGK1	chr6	134173700	134173800	-	101	0.8878578545	6.29E-05	0.02527209641
ENSG00000163939.19	PBRM1	chr3	52685795	52685836	-	42	0.5815754456	6.03E-05	0.02450893708
ENSG00000059758.8	CDK17	chr12	96400075	96400439	-	365	0.3979594704	7.24E-05	0.02795347847
ENSG00000141959.17	PFKL	chr21	44300067	44300095	+	29	0.6604587047	6.72E-05	0.02644231999
ENSG00000140743.8	CDR2	chr16	22374438	22374619	-	182	0.889795574	9.88E-05	0.03590174685
ENSG00000089022.14	MAPKAPK5	chr12	111842488	111842625	+	138	0.6817665717	7.43E-05	0.02842621306
ENSG00000175390.15	EIF3F	chr11	7987348	7987356	+	9	0.4061458734	7.10E-05	0.02758831873
ENSG00000129187.15	DCTD	chr4	182917444	182917477	-	34	1.946397116	7.37E-05	0.02826183203
ENSG00000133816.19	MICAL2	chr11	12110590	12110590	+	1	1.541599508	5.77E-05	0.02384854505
ENSG00000112078.14	KCTD20	chr6	36443012	36443016	+	5	0.731132904	8.55E-05	0.0318638411
ENSG00000140859.16	KIFC3	chr16	57798101	57798282	-	182	0.3422426613	6.05E-05	0.02452952465
ENSG00000134871.19	COL4A2	chr13	110307357	110307528	+	172	0.3928562341	6.32E-05	0.02538607151
ENSG00000115339.14	GALNT3	chr2	165794015	165794247	-	233	0.4489151632	9.17E-05	0.03366189296
ENSG00000129292.21	PHF20L1	chr8	132775408	132775579	+	172	0.531065505	6.81E-05	0.02668240379
ENSG00000176155.21	CCDC57	chr17	82212831	82212842	-	12	1.421913002	0.0001082188591	0.03830991074
ENSG00000165801.10	ARHGEF40	chr14	21070273	21070290	+	18	1.426823442	0.0001068986071	0.03803346729
ENSG00000175166.17	PSMD2	chr3	184299251	184299253	+	3	0.4489524826	0.0001484297592	0.04766352636
ENSG00000133026.14	MYH10	chr17	8630921	8631322	-	402	0.777102777	0.0001475016767	0.0474519354
ENSG00000145860.12	RNF145	chr5	159209231	159209510	-	280	0.3687731397	8.48E-05	0.03170886354
ENSG00000123684.13	LPGAT1	chr1	211830573	211830722	-	150	0.7068227569	0.0001215416917	0.04150054898
ENSG00000142949.17	PTPRF	chr1	43530876	43530882	+	7	1.717480202	6.77E-05	0.02659134496
ENSG00000151327.14	FAM177A1	chr14	35046286	35046377	+	92	0.7931503577	8.75E-05	0.03245518312
ENSG00000005810.20	MYCBP2	chr13	77326789	77327094	-	306	0.9868002919	6.19E-05	0.0249551087
ENSG00000125520.14	SLC2A4RG	chr20	63740243	63740376	+	134	0.7597872623	0.0001111720329	0.03911968538
ENSG00000115241.11	PPM1G	chr2	27409556	27409575	-	20	0.9241423829	0.0001244577677	0.04215400135
ENSG00000149499.12	EML3	chr11	62612531	62612573	-	43	0.9541058261	7.39E-05	0.0283243076
ENSG00000164151.12	ICE1	chr5	5422677	5422741	+	65	0.699290887	0.0001025323701	0.03688947277
ENSG00000075624.17	ACTB	chr7	5529734	5529805	-	72	0.6994016074	7.76E-05	0.02943988538
ENSG00000160710.18	ADAR	chr1	154588551	154588602	-	52	0.3217854549	0.0001126693451	0.03950357604
ENSG00000148384.14	INPP5E	chr9	136438691	136439823	-	1133	0.3348436982	0.0001142799347	0.03980157033
ENSG00000154065.17	ANKRD29	chr18	23662816	23662883	-	68	1.038362988	0.0001016784861	0.0366945896
ENSG00000175166.17	PSMD2	chr3	184299235	184299238	+	4	0.782801585	0.0001576183637	0.04984246066
ENSG00000005059.16	MCUB	chr4	109560212	109560245	+	34	1.12954071	0.0001325287075	0.04393851257
ENSG00000115694.15	STK25	chr2	241508318	241508332	-	15	1.286197567	6.80E-05	0.02666671419
ENSG00000198399.16	ITSN2	chr2	24360473	24360490	-	18	0.9533179198	7.44E-05	0.02842795739
ENSG00000111669.15	TPI1	chr12	6868114	6868140	+	27	0.8808301963	9.98E-05	0.03613025183
ENSG00000168487.20	BMP1	chr8	22165324	22165334	+	11	0.7877145905	7.93E-05	0.02988668368
ENSG00000159202.18	UBE2Z	chr17	48908473	48908715	+	243	0.3816738255	0.0001433472952	0.04636929918
ENSG00000169231.13	THBS3	chr1	155195588	155195589	-	2	1.718864679	0.0001251978484	0.04232335472
ENSG00000166337.11	TAF10	chr11	6611958	6612063	-	106	0.5499101645	0.0001442236876	0.04661002893
ENSG00000070423.18	RNF126	chr19	663172	663185	-	14	1.163448924	0.0001125972501	0.03950357604
ENSG00000160710.18	ADAR	chr1	154586635	154586941	-	307	-1.290517214	0.0001171966988	0.04059150259
ENSG00000038382.23	TRIO	chr5	14487731	14487789	+	59	0.6157029062	6.85E-05	0.02680570003
ENSG00000175416.16	CLTB	chr5	176416262	176416538	-	277	0.2964898458	0.0001229981154	0.04186067522
ENSG00000137492.9	THAP12	chr11	76380849	76380955	-	107	0.7319377371	0.0001191348694	0.04098100032
ENSG00000112511.18	PHF1	chr6	33411126	33411165	+	40	0.386857255	0.0001175381903	0.04064115916
ENSG00000136830.12	NIBAN2	chr9	127568954	127569073	-	120	0.5965631993	0.0001012355993	0.03657219004
ENSG00000106086.20	PLEKHA8	chr7	30028441	30028684	+	244	0.5813762922	0.0001037694217	0.03725850597
ENSG00000138760.11	SCARB2	chr4	76213827	76213876	-	50	1.125805048	7.87E-05	0.0297076709
ENSG00000072778.20	ACADVL	chr17	7219938	7219947	+	10	0.499801743	7.25E-05	0.02797058747
ENSG00000174136.13	RGMB	chr5	98773663	98773952	+	290	0.6205768935	0.0001446567643	0.04670717878
ENSG00000093010.15	COMT	chr22	19963494	19963565	+	72	1.604713966	9.06E-05	0.03333515188
ENSG00000151348.16	EXT2	chr11	44095717	44095723	+	7	0.5257578676	9.44E-05	0.03441894095
ENSG00000149499.12	EML3	chr11	62612525	62612530	-	6	1.036613453	8.50E-05	0.0317515405
ENSG00000125505.17	MBOAT7	chr19	54189550	54189568	-	19	0.5345904807	9.89E-05	0.03590174685
ENSG00000198755.11	RPL10A	chr6	35468874	35468946	+	73	0.3489207156	0.000149794442	0.04797068368
ENSG00000142002.19	DPP9	chr19	4723751	4723769	-	19	0.5150309409	8.55E-05	0.0318638411
ENSG00000100906.12	NFKBIA	chr14	35404730	35404742	-	13	1.446997508	9.19E-05	0.03372456361
ENSG00000157911.11	PEX10	chr1	2412536	2412540	-	5	1.169822528	0.0001048491906	0.03749347506
ENSG00000075413.19	MARK3	chr14	103385698	103385859	+	162	0.4358461635	7.61E-05	0.02897188509
ENSG00000011243.19	AKAP8L	chr19	15380051	15380065	-	15	0.7308250286	8.68E-05	0.03224941907
