GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID...12	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	Tipo	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID...14	riExonStart_0base	riExonEnd	exonStart_0base	exonEnd
ENSG00000121964.15	GTDC1	chr2	-	NA	NA	NA	NA	NA	NA	75161	17,9,11	0,1,0	9,2,8	3,0,4	165	39	0.01425426	0.1870598	1.0,0.68,1.0	0.415,1.0,0.321	0.315	SE	NA	NA	NA	NA	144177134	144177240	144208602	144208804	NA	NA	NA	144178834	144178960
ENSG00000186088.16	GSAP	chr7	-	NA	NA	NA	NA	NA	NA	102414	22,19,12	0,0,0	23,25,22	5,5,2	110	39	2.28E-05	0.01904384	1.0,1.0,1.0	0.62,0.639,0.796	0.315	SE	NA	NA	NA	NA	77320724	77320819	77326211	77326273	NA	NA	NA	77321332	77321403
ENSG00000204764.14	RANBP17	chr5	+	NA	NA	NA	NA	NA	NA	27920	8,16,29	0,0,0	7,28,22	1,6,0	200	39	0.01367886	0.1847989	1.0,1.0,1.0	0.577,0.476,1.0	0.316	SE	NA	NA	NA	NA	171028871	171028989	171161406	171161466	NA	NA	NA	171158333	171158494
ENSG00000268043.9	NBPF12	chr1	+	NA	NA	NA	NA	NA	NA	52016	16,16,17	2,0,2	10,22,32	2,6,8	263	39	0.01685051	0.19883	0.543,1.0,0.558	0.426,0.352,0.372	0.317	SE	NA	NA	NA	NA	146951347	146951489	146959858	146960006	NA	NA	NA	146951813	146952037
ENSG00000214021.18	TTLL3	chr3	+	NA	NA	NA	NA	NA	NA	58934	82,72,62	3,0,4	62,90,61	8,5,13	405	39	0.009203878	0.1745417	0.725,1.0,0.599	0.427,0.634,0.311	0.317	SE	NA	NA	NA	NA	9813306	9813345	9820545	9820616	NA	NA	NA	9818554	9818920
ENSG00000011638.11	LDAF1	chr16	+	21160977	21161278	21161084	21161278	21158673	21158746	5143	119,113,94	76,66,82	140,150,203	47,65,67	146	39	0.002054698928	0.1877137015	0.295,0.314,0.234	0.443,0.381,0.447	-0.143	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000257303.4	CNPY2-AS1	chr12	+	NA	NA	NA	NA	NA	NA	122523	51,44,62	2,12,4	33,46,77	16,36,14	132	39	0.007470676	0.1739139	0.883,0.52,0.821	0.379,0.274,0.619	0.317	SE	NA	NA	NA	NA	56300074	56300187	56314528	56314808	NA	NA	NA	56312406	56312499
ENSG00000143224.18	PPOX	chr1	+	NA	NA	NA	NA	NA	NA	47176	11,3,7	0,0,0	4,5,8	2,0,2	100	39	0.004771994	0.1739139	1.0,1.0,1.0	0.438,1.0,0.609	0.318	SE	NA	NA	NA	NA	161167099	161167234	161170408	161170519	NA	NA	NA	161169659	161169720
ENSG00000289189.2	ENSG00000289189	chr7	+	NA	NA	NA	NA	NA	NA	99554	17,20,29	0,0,0	29,30,25	3,7,0	229	39	0.009941026	0.1757254	1.0,1.0,1.0	0.622,0.422,1.0	0.319	SE	NA	NA	NA	NA	16990179	16990278	17021349	17021565	NA	NA	NA	17020267	17020457
ENSG00000123154.12	WDR83	chr19	+	NA	NA	NA	NA	NA	NA	9607	18,12,7	0,0,0	9,7,15	2,2,0	143	39	0.01055481498	0.1764133164	1.0,1.0,1.0	0.551,0.488,1.0	0.32	SE	NA	NA	NA	NA	12668507	12668627	12673201	12673211	NA	NA	NA	12669976	12670080
ENSG00000171943.12	SRGAP2C	chr1	+	121382700	121382925	121382703	121382925	121374825	121374954	6549	39,47,64	67,61,64	79,81,73	75,58,39	42	39	0.00516189483	0.1877137015	0.351,0.417,0.481	0.494,0.565,0.635	-0.148	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000126457.22	PRMT1	chr19	+	NA	NA	NA	NA	NA	NA	7200	19,12,4	0,0,0	10,11,0	2,1,0	133	39	0.001276186266	0.1693245148	1.0,1.0,1.0	0.595,0.763,NA	0.321	SE	NA	NA	NA	NA	49675896	49676260	49680486	49680588	NA	NA	NA	49676345	49676439
ENSG00000237975.7	FLG-AS1	chr1	+	NA	NA	NA	NA	NA	NA	58583	138,125,136	0,0,0	110,69,118	2,6,7	373	39	3.70E-05	0.02087075	1.0,1.0,1.0	0.852,0.546,0.638	0.321	SE	NA	NA	NA	NA	152312575	152314038	152332582	152332748	NA	NA	NA	152314623	152314957
ENSG00000106714.18	CNTNAP3	chr9	-	NA	NA	NA	NA	NA	NA	35730	46,43,15	0,0,0	16,14,10	1,4,0	270	39	0.006985271	0.1739139	1.0,1.0,1.0	0.698,0.336,1.0	0.322	SE	NA	NA	NA	NA	39078384	39078456	39085735	39085823	NA	NA	NA	39078689	39078920
ENSG00000125814.17	NAPB	chr20	-	NA	NA	NA	NA	NA	NA	95329	41,43,31	2,0,0	28,34,31	9,2,4	168	39	0.01159231	0.1786527	0.826,1.0,1.0	0.419,0.798,0.643	0.322	SE	NA	NA	NA	NA	23395138	23395185	23402992	23403072	NA	NA	NA	23397071	23397200
ENSG00000291186.1	ENSG00000291186	chr11	+	NA	NA	NA	NA	NA	NA	126397	1,5,4	0,0,0	5,2,6	2,0,1	141	39	0.004449898	0.1739139	1.0,1.0,1.0	0.409,1.0,0.624	0.322	SE	NA	NA	NA	NA	71791735	71791819	71799560	71799952	NA	NA	NA	71793379	71793481
ENSG00000178467.18	P4HTM	chr3	+	NA	NA	NA	NA	NA	NA	44716	15,15,6	0,0,0	9,5,33	6,0,4	130	39	0.008113472	0.1739139	1.0,1.0,1.0	0.31,1.0,0.712	0.326	SE	NA	NA	NA	NA	49004097	49004260	49006686	49007153	NA	NA	NA	49005776	49005867
ENSG00000117245.13	KIF17	chr1	-	20670420	20670491	20670420	20670488	20671937	20672196	7841	0,0,0	7,2,5	0,1,2	1,3,7	42	39	0.003459216396	0.1877137015	0.0,0.0,0.0	0.0,0.236,0.21	-0.149	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000189195.15	BTBD8	chr1	+	NA	NA	NA	NA	NA	NA	118585	44,37,24	0,0,2	18,32,33	10,3,4	136	39	0.01245923	0.1809296	1.0,1.0,0.775	0.34,0.754,0.703	0.326	SE	NA	NA	NA	NA	92139349	92139430	92147179	92147268	NA	NA	NA	92141114	92141211
ENSG00000143341.12	HMCN1	chr1	+	NA	NA	NA	NA	NA	NA	49172	0,0,5	0,0,0	0,3,13	0,0,4	242	39	0.01093389	0.1773471	NA,NA,1.0	NA,1.0,0.344	0.328	SE	NA	NA	NA	NA	186087216	186087330	186088144	186088276	NA	NA	NA	186087442	186087645
ENSG00000167110.19	GOLGA2	chr9	-	NA	NA	NA	NA	NA	NA	136532	28,12,5	0,0,0	8,25,17	0,6,5	143	39	0.001913846	0.1739139	1.0,1.0,1.0	1.0,0.532,0.481	0.329	SE	NA	NA	NA	NA	128260075	128260189	128261171	128261259	NA	NA	NA	128260867	128260971
ENSG00000249859.14	PVT1	chr8	+	NA	NA	NA	NA	NA	NA	131048	50,12,15	0,0,0	17,11,47	2,1,2	241	39	7.88E-05	0.02377116	1.0,1.0,1.0	0.579,0.64,0.792	0.33	SE	NA	NA	NA	NA	128048134	128048609	128096517	128096654	NA	NA	NA	128070159	128070361
ENSG00000147224.13	PRPS1	chrX	+	NA	NA	NA	NA	NA	NA	781	3,9,12	0,0,0	7,14,19	1,4,1	138	39	0.0003238970535	0.05904873257	1.0,1.0,1.0	0.664,0.497,0.843	0.332	SE	NA	NA	NA	NA	107628515	107628750	107645176	107645569	NA	NA	NA	107640901	107641000
ENSG00000122203.15	KIAA1191	chr5	-	NA	NA	NA	NA	NA	NA	70018	13,4,8	0,0,0	12,13,13	3,5,0	126	39	0.01158637	0.1786403	1.0,1.0,1.0	0.553,0.446,1.0	0.334	SE	NA	NA	NA	NA	176350612	176350737	176361601	176361761	NA	NA	NA	176359480	176359567
ENSG00000107249.24	GLIS3	chr9	-	NA	NA	NA	NA	NA	NA	86497	21,12,21	1,0,0	42,46,36	6,3,5	247	39	0.008748121	0.1740083	0.768,1.0,1.0	0.525,0.708,0.532	0.334	SE	NA	NA	NA	NA	4117767	4118881	4286037	4286523	NA	NA	NA	4125733	4125941
ENSG00000108239.9	TBC1D12	chr10	+	NA	NA	NA	NA	NA	NA	120695	32,4,17	0,0,0	3,16,8	0,3,4	128	39	0.002222742	0.1739139	1.0,1.0,1.0	1.0,0.619,0.379	0.334	SE	NA	NA	NA	NA	94500220	94500327	94531201	94531460	NA	NA	NA	94510090	94510179
ENSG00000166171.13	DPCD	chr10	+	NA	NA	NA	NA	NA	NA	121159	31,4,11	0,0,0	7,8,23	0,3,2	217	39	0.006640076	0.1739139	1.0,1.0,1.0	1.0,0.324,0.674	0.334	SE	NA	NA	NA	NA	101601202	101601336	101609366	101609661	NA	NA	NA	101608866	101609044
ENSG00000264538.8	SUZ12P1	chr17	+	NA	NA	NA	NA	NA	NA	15171	6,9,2	0,0,0	3,14,4	1,6,0	104	39	0.003842261	0.1739139	1.0,1.0,1.0	0.529,0.467,1.0	0.335	SE	NA	NA	NA	NA	30731885	30732123	30759490	30759539	NA	NA	NA	30735032	30735097
ENSG00000168061.17	SAC3D1	chr11	+	NA	NA	NA	NA	NA	NA	53977	45,42,36	1,1,4	36,72,31	11,6,14	179	39	0.01387958	0.1855145	0.907,0.901,0.662	0.416,0.723,0.325	0.335	SE	NA	NA	NA	NA	65040940	65041106	65044224	65044673	NA	NA	NA	65043024	65043164
ENSG00000151687.15	ANKAR	chr2	+	NA	NA	NA	NA	NA	NA	60544	15,4,10	0,0,0	10,13,8	0,2,2	201	39	0.004539621	0.1739139	1.0,1.0,1.0	1.0,0.558,0.437	0.335	SE	NA	NA	NA	NA	189728266	189728420	189737682	189737841	NA	NA	NA	189728659	189728821
ENSG00000072134.16	EPN2	chr17	+	19313104	19313279	19313122	19313279	19312051	19312144	15042	115,88,81	66,43,38	92,140,117	23,29,40	57	39	0.008183383055	0.1892475406	0.544,0.583,0.593	0.732,0.768,0.667	-0.149	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000064787.14	BCAS1	chr20	-	NA	NA	NA	NA	NA	NA	117442	0,4,2	0,1,0	13,0,3	2,0,4	105	39	0.01548406	0.1922537	NA,0.598,1.0	0.707,NA,0.218	0.336	SE	NA	NA	NA	NA	53953431	53953695	53966905	53967073	NA	NA	NA	53957431	53957497
ENSG00000214021.18	TTLL3	chr3	+	NA	NA	NA	NA	NA	NA	58939	26,19,15	3,0,4	21,19,17	8,5,13	138	39	0.009077601	0.1742969	0.71,1.0,0.515	0.426,0.518,0.27	0.337	SE	NA	NA	NA	NA	9813247	9813345	9820545	9820741	NA	NA	NA	9818821	9818920
ENSG00000139350.12	NEDD1	chr12	+	NA	NA	NA	NA	NA	NA	1.00E+05	2,7,3	0,0,0	2,9,1	4,2,0	60	39	0.01160237	0.1786733	1.0,1.0,1.0	0.245,0.745,1.0	0.337	SE	NA	NA	NA	NA	96907229	96907300	96919984	96920118	NA	NA	NA	96907603	96907624
ENSG00000121753.13	ADGRB2	chr1	-	NA	NA	NA	NA	NA	NA	90930	17,14,12	0,0,0	17,5,12	4,0,2	204	39	0.001203021	0.1634911	1.0,1.0,1.0	0.448,1.0,0.534	0.339	SE	NA	NA	NA	NA	31742052	31742217	31744647	31744731	NA	NA	NA	31742837	31743002
ENSG00000290376.1	HERC2P3	chr15	-	NA	NA	NA	NA	NA	NA	NA	0,1,4	61,32,62	7,4,4	21,7,21	154	215	0.001612193482	0.1984371989	0.0,0.042,0.083	0.318,0.444,0.21	-0.282	MXE	20466194	20466370	20483402	20483517	20462830	20463001	20505390	20505493	3744	NA	NA	NA	NA
ENSG00000233184.9	DPH5-DT	chr1	+	NA	NA	NA	NA	NA	NA	132773	14,12,11	0,3,3	19,14,13	11,10,5	151	39	0.007821075	0.1739139	1.0,0.508,0.486	0.308,0.266,0.402	0.339	SE	NA	NA	NA	NA	101077362	101077508	101083460	101083574	NA	NA	NA	101080886	101080998
ENSG00000013375.17	PGM3	chr6	-	NA	NA	NA	NA	NA	NA	111298	16,22,16	0,0,0	25,11,13	3,5,0	176	39	0.009903513	0.1755747	1.0,1.0,1.0	0.649,0.328,1.0	0.341	SE	NA	NA	NA	NA	83188613	83188798	83193822	83193914	NA	NA	NA	83191186	83191323
ENSG00000024048.11	UBR2	chr6	+	NA	NA	NA	NA	NA	NA	25916	6,7,7	0,0,0	11,6,16	4,2,0	118	39	0.0169295	0.199388	1.0,1.0,1.0	0.476,0.498,1.0	0.342	SE	NA	NA	NA	NA	42564028	42564397	42603587	42603718	NA	NA	NA	42592150	42592229
ENSG00000188452.15	CERKL	chr2	-	NA	NA	NA	NA	NA	NA	2467	0,2,0	0,0,0	0,5,2	0,2,0	857	39	0.01571909457	0.1803435679	NA,1.0,NA	NA,0.102,1.0	0.449	RI	NA	NA	NA	NA	181547617	181547726	181548544	181548604	NA	181547617	181548604	NA	NA
ENSG00000233554.6	B4GALT1-AS1	chr9	+	NA	NA	NA	NA	NA	NA	122765	10,8,8	0,0,0	14,10,8	4,0,6	89	39	0.01455168	0.1884759	1.0,1.0,1.0	0.605,1.0,0.369	0.342	SE	NA	NA	NA	NA	33166947	33167046	33179324	33179710	NA	NA	NA	33177419	33177469
ENSG00000132016.12	BRME1	chr19	-	NA	NA	NA	NA	NA	NA	9490	0,1,4	4,0,0	0,4,2	0,1,5	132	39	0.007103773178	0.1739139121	0.0,1.0,1.0	NA,0.542,0.106	0.343	SE	NA	NA	NA	NA	13882347	13882952	13885960	13886055	NA	NA	NA	13883307	13883400
ENSG00000189171.15	S100A13	chr1	-	NA	NA	NA	NA	NA	NA	34771	14,36,19	0,3,5	19,27,30	7,6,12	246	39	0.01537234	0.1916871	1.0,0.655,0.376	0.301,0.416,0.284	0.343	SE	NA	NA	NA	NA	153628120	153628237	153631010	153631360	NA	NA	NA	153630449	153630656
ENSG00000163681.17	SLMAP	chr3	+	NA	NA	NA	NA	NA	NA	43774	43,26,16	0,0,0	28,39,39	12,5,5	102	39	6.14E-05	0.02254812	1.0,1.0,1.0	0.472,0.749,0.749	0.343	SE	NA	NA	NA	NA	57864806	57864857	57890045	57891206	NA	NA	NA	57871635	57871698
ENSG00000156374.16	PCGF6	chr10	-	NA	NA	NA	NA	NA	NA	50890	18,18,22	0,0,0	14,4,19	4,0,6	138	39	0.0007022701	0.1098346	1.0,1.0,1.0	0.497,1.0,0.472	0.344	SE	NA	NA	NA	NA	103302795	103303961	103345023	103345132	NA	NA	NA	103326533	103326632
ENSG00000204120.16	GIGYF2	chr2	+	NA	NA	NA	NA	NA	NA	32246	5,0,5	0,0,0	7,4,5	2,0,1	176	39	0.001175411	0.1605355	1.0,NA,1.0	0.437,1.0,0.526	0.346	SE	NA	NA	NA	NA	232722553	232722658	232735154	232735238	NA	NA	NA	232731121	232731258
ENSG00000096996.16	IL12RB1	chr19	-	NA	NA	NA	NA	NA	NA	9204	0,0,3	0,0,0	0,10,6	0,0,3	179	39	0.01450241165	0.1881297695	NA,NA,1.0	NA,1.0,0.304	0.348	SE	NA	NA	NA	NA	18076296	18076327	18080831	18081001	NA	NA	NA	18077515	18077655
ENSG00000270011.9	ZNF559-ZNF177	chr19	+	NA	NA	NA	NA	NA	NA	10016	11,10,11	5,4,1	10,8,10	12,11,16	138	39	0.001814637778	0.1739139121	0.383,0.414,0.757	0.191,0.17,0.15	0.348	SE	NA	NA	NA	NA	9324694	9324780	9338493	9338582	NA	NA	NA	9333014	9333113
ENSG00000185842.16	DNAH14	chr1	+	NA	NA	NA	NA	NA	NA	46970	1,8,8	0,0,0	6,8,3	1,3,0	171	39	0.004251658	0.1739139	1.0,1.0,1.0	0.578,0.378,1.0	0.348	SE	NA	NA	NA	NA	225266640	225266769	225289884	225290082	NA	NA	NA	225270734	225270866
ENSG00000160767.23	ENTREP3	chr1	-	155251732	155251908	155251732	155251905	155253624	155253732	6456	0,0,0	9,11,3	0,1,4	4,6,8	42	39	0.007936223768	0.188514199	0.0,0.0,0.0	0.0,0.134,0.317	-0.15	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000214021.18	TTLL3	chr3	+	NA	NA	NA	NA	NA	NA	58927	68,34,46	3,0,4	46,23,37	8,5,13	154	39	0.00320233	0.1739139	0.852,1.0,0.744	0.593,0.538,0.419	0.349	SE	NA	NA	NA	NA	9813247	9813345	9820545	9820741	NA	NA	NA	9817644	9817759
ENSG00000138074.15	SLC5A6	chr2	-	NA	NA	NA	NA	NA	NA	65137	13,10,7	0,0,0	3,6,12	3,0,2	107	39	0.01327963	0.1836317	1.0,1.0,1.0	0.267,1.0,0.686	0.349	SE	NA	NA	NA	NA	27204790	27204931	27206876	27206942	NA	NA	NA	27206025	27206093
ENSG00000134775.16	FHOD3	chr18	+	NA	NA	NA	NA	NA	NA	11283	34,18,15	0,0,0	23,22,33	3,2,0	399	39	0.007719731693	0.1739139121	1.0,1.0,1.0	0.428,0.518,1.0	0.351	SE	NA	NA	NA	NA	36649315	36649405	36658074	36658188	NA	NA	NA	36652569	36652929
ENSG00000249406.3	ENSG00000249406	chr17	+	NA	NA	NA	NA	NA	NA	13870	10,1,1	0,0,0	1,4,5	0,3,1	113	39	0.006247068	0.1739139	1.0,1.0,1.0	1.0,0.315,0.633	0.351	SE	NA	NA	NA	NA	50213834	50213915	50214607	50214775	NA	NA	NA	50214100	50214174
ENSG00000197249.14	SERPINA1	chr14	-	NA	NA	NA	NA	NA	NA	24307	4,9,15	0,0,0	4,3,21	1,0,3	231	39	0.001739384	0.1739139	1.0,1.0,1.0	0.403,1.0,0.542	0.352	SE	NA	NA	NA	NA	94388559	94388660	94390456	94390676	NA	NA	NA	94388818	94389010
ENSG00000146021.15	KLHL3	chr5	-	NA	NA	NA	NA	NA	NA	39679	9,10,5	0,2,0	7,0,8	2,0,2	141	39	0.0007943983	0.1203766	1.0,0.58,1.0	0.492,NA,0.525	0.352	SE	NA	NA	NA	NA	137634036	137634165	137638952	137639150	NA	NA	NA	137637293	137637395
ENSG00000138443.17	ABI2	chr2	+	NA	NA	NA	NA	NA	NA	84386	13,4,12	0,0,0	10,20,19	2,2,2	163	39	5.48E-05	0.02178296	1.0,1.0,1.0	0.545,0.705,0.694	0.352	SE	NA	NA	NA	NA	203328281	203328631	203355153	203355324	NA	NA	NA	203351554	203351678
ENSG00000051382.9	PIK3CB	chr3	-	NA	NA	NA	NA	NA	NA	109209	35,41,54	0,0,0	41,45,34	6,4,4	183	39	6.96E-06	0.01898118	1.0,1.0,1.0	0.593,0.706,0.644	0.352	SE	NA	NA	NA	NA	138684624	138684803	138698906	138699095	NA	NA	NA	138690999	138691143
ENSG00000145431.11	PDGFC	chr4	-	NA	NA	NA	NA	NA	NA	33005	17,11,5	0,0,0	9,4,26	0,3,4	132	39	0.01330296	0.1836317	1.0,1.0,1.0	1.0,0.283,0.658	0.353	SE	NA	NA	NA	NA	156810836	156810868	156850220	156850416	NA	NA	NA	156835914	156836007
ENSG00000110074.12	FOXRED1	chr11	+	NA	NA	NA	NA	NA	NA	113776	13,17,6	0,0,0	4,6,4	1,0,1	176	39	0.005196315	0.1739139	1.0,1.0,1.0	0.47,1.0,0.47	0.353	SE	NA	NA	NA	NA	126269191	126269291	126272477	126272682	NA	NA	NA	126271718	126271855
ENSG00000089006.17	SNX5	chr20	-	17953995	17954231	17953995	17954223	17955364	17955475	777	6,6,9	21,28,25	12,7,16	16,12,28	47	39	0.01102981959	0.19686528	0.192,0.151,0.23	0.384,0.326,0.322	-0.153	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000167881.15	SRP68	chr17	-	NA	NA	NA	NA	NA	NA	19562	35,29,36	0,0,0	26,16,31	6,2,3	149	39	2.17E-05	0.01904384	1.0,1.0,1.0	0.531,0.677,0.73	0.354	SE	NA	NA	NA	NA	76057402	76057543	76063975	76064171	NA	NA	NA	76061109	76061219
ENSG00000064886.14	CHI3L2	chr1	+	NA	NA	NA	NA	NA	NA	56101	13,7,7	0,4,0	18,16,17	12,8,12	69	39	0.003274122	0.1739139	1.0,0.497,1.0	0.459,0.531,0.445	0.354	SE	NA	NA	NA	NA	111227485	111227769	111230741	111230943	NA	NA	NA	111229851	111229881
ENSG00000130958.13	SLC35D2	chr9	-	NA	NA	NA	NA	NA	NA	114760	1,0,3	0,1,0	0,0,5	0,0,4	108	39	0.01362388	0.1846033	1.0,0.0,1.0	NA,NA,0.311	0.356	SE	NA	NA	NA	NA	96324090	96324169	96360153	96360192	NA	NA	NA	96351102	96351171
ENSG00000175061.20	SNHG29	chr17	+	NA	NA	NA	NA	NA	NA	15806	11,5,3	0,1,2	6,16,9	8,15,4	120	39	0.008176635	0.1739139	1.0,0.619,0.328	0.196,0.257,0.422	0.357	SE	NA	NA	NA	NA	16441073	16441130	16470301	16473079	NA	NA	NA	16463166	16463247
ENSG00000184014.9	DENND5A	chr11	-	NA	NA	NA	NA	NA	NA	116411	1,1,0	0,0,0	0,5,5	0,6,0	81	39	0.01383582	0.1853457	1.0,1.0,NA	NA,0.286,1.0	0.357	SE	NA	NA	NA	NA	9157340	9158520	9160712	9160865	NA	NA	NA	9160257	9160299
ENSG00000239605.11	STPG4	chr2	-	NA	NA	NA	NA	NA	NA	63405	20,10,10	0,0,0	14,22,6	8,4,0	142	39	0.005048892	0.1739139	1.0,1.0,1.0	0.325,0.602,1.0	0.358	SE	NA	NA	NA	NA	47045537	47045584	47108387	47108802	NA	NA	NA	47046816	47046919
ENSG00000185730.8	ZNF696	chr8	+	NA	NA	NA	NA	NA	NA	80129	7,10,7	0,0,0	4,17,8	1,0,2	181	39	0.01400532	0.1860439	1.0,1.0,1.0	0.463,1.0,0.463	0.358	SE	NA	NA	NA	NA	143290744	143290858	143292971	143293065	NA	NA	NA	143292142	143292284
ENSG00000114805.18	PLCH1	chr3	-	NA	NA	NA	NA	NA	NA	40111	23,25,11	2,7,1	10,5,10	6,6,4	99	39	0.01233597	0.1806249	0.819,0.585,0.812	0.396,0.247,0.496	0.359	SE	NA	NA	NA	NA	155485355	155485710	155488027	155488107	NA	NA	NA	155486146	155486206
ENSG00000144843.12	ADPRH	chr3	+	NA	NA	NA	NA	NA	NA	42034	44,17,42	0,0,0	17,33,15	4,0,1	373	39	0.01602225	0.1948624	1.0,1.0,1.0	0.308,1.0,0.611	0.36	SE	NA	NA	NA	NA	119579589	119579851	119586284	119586363	NA	NA	NA	119582133	119582467
ENSG00000128536.16	CDHR3	chr7	+	NA	NA	NA	NA	NA	NA	127878	70,39,48	0,0,0	42,49,43	4,6,2	264	39	1.55E-05	0.01898118	1.0,1.0,1.0	0.608,0.547,0.761	0.361	SE	NA	NA	NA	NA	105876820	105877257	105912482	105912638	NA	NA	NA	105911016	105911241
ENSG00000164197.12	RNF180	chr5	+	NA	NA	NA	NA	NA	NA	30629	3,7,12	0,0,0	8,7,14	2,0,4	174	39	0.003186541	0.1739139	1.0,1.0,1.0	0.473,1.0,0.44	0.362	SE	NA	NA	NA	NA	64165842	64165953	64212064	64212160	NA	NA	NA	64200807	64200942
ENSG00000146267.12	FAXC	chr6	-	NA	NA	NA	NA	NA	NA	95525	9,9,5	0,0,0	8,16,12	2,2,0	263	39	0.004769703	0.1739139	1.0,1.0,1.0	0.372,0.543,1.0	0.362	SE	NA	NA	NA	NA	99291703	99291820	99333350	99333547	NA	NA	NA	99323443	99323667
ENSG00000030419.17	IKZF2	chr2	-	NA	NA	NA	NA	NA	NA	77891	17,21,13	0,6,0	24,15,46	3,13,14	143	39	0.01515439	0.1909976	1.0,0.488,1.0	0.686,0.239,0.473	0.363	SE	NA	NA	NA	NA	213148595	213148644	213151412	213151603	NA	NA	NA	213150143	213150247
ENSG00000131381.12	RBSN	chr3	-	NA	NA	NA	NA	NA	NA	82034	5,1,3	6,7,0	0,0,2	4,12,4	167	39	0.01603667	0.1949321	0.163,0.032,1.0	0.0,0.0,0.105	0.363	SE	NA	NA	NA	NA	15075046	15075116	15075605	15075710	NA	NA	NA	15075289	15075417
ENSG00000123200.17	ZC3H13	chr13	-	45965279	45965432	45965279	45965429	45967503	45968028	3893	82,51,60	73,44,76	112,85,86	62,35,55	42	39	0.003797392929	0.1877137015	0.511,0.518,0.423	0.627,0.693,0.592	-0.153	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000241322.11	FBXW10B	chr17	-	NA	NA	NA	NA	NA	NA	15837	16,23,30	0,1,0	38,29,29	2,6,7	198	39	0.01407014	0.1862141	1.0,0.819,1.0	0.789,0.488,0.449	0.364	SE	NA	NA	NA	NA	15583885	15589227	15594747	15594826	NA	NA	NA	15593336	15593495
ENSG00000165795.25	NDRG2	chr14	-	NA	NA	NA	NA	NA	NA	NA	1,0,0	3,1,3	215,631,873,144	451,562,226,768	64	96	1.70E-05	0.1763567499	0.333,0.0,0.0	0.417,0.434,0.411	-0.31	MXE	21019919	21019976	21020557	21020582	21019638	21019742	21020783	21020844	24011	NA	NA	NA	NA
ENSG00000113108.20	APBB3	chr5	-	NA	NA	NA	NA	NA	NA	28822	38,45,30	7,4,4	12,30,19	15,17,8	191	39	0.004830024	0.1739139	0.526,0.697,0.605	0.14,0.265,0.327	0.365	SE	NA	NA	NA	NA	140561586	140561701	140562099	140562227	NA	NA	NA	140561843	140561995
ENSG00000179818.17	PCBP1-AS1	chr2	-	NA	NA	NA	NA	NA	NA	82004	1,2,0	3,0,6	0,0,0	4,3,4	120	39	0.01539574	0.191792	0.098,1.0,0.0	0.0,0.0,0.0	0.366	SE	NA	NA	NA	NA	70059642	70059680	70083537	70083687	NA	NA	NA	70077300	70077381
ENSG00000187266.14	EPOR	chr19	-	11381055	11381313	11381055	11381209	11381691	11381849	1321	2,3,8	22,24,26	13,10,19	10,11,31	143	39	0.002559068167	0.1877137015	0.024,0.033,0.077	0.262,0.199,0.143	-0.157	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000291137.1	GBAP1	chr1	-	155218847	155218942	155218847	155218887	155224876	155225087	6438	56,42,48	8,1,4	23,44,32	0,0,0	94	39	0.006910841532	0.188514199	0.744,0.946,0.833	1.0,1.0,1.0	-0.159	A3SS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000102904.15	TSNAXIP1	chr16	+	NA	NA	NA	NA	NA	NA	107910	4,6,2	0,0,0	2,6,8	0,4,1	170	39	0.006730234	0.1739139	1.0,1.0,1.0	1.0,0.256,0.647	0.366	SE	NA	NA	NA	NA	67825666	67826076	67826436	67826562	NA	NA	NA	67826151	67826282
ENSG00000164199.18	ADGRV1	chr5	+	NA	NA	NA	NA	NA	NA	29973	4,3,0	0,0,0	0,6,8	0,3,0	214	39	0.01416634	0.1866543	1.0,1.0,NA	NA,0.267,1.0	0.367	SE	NA	NA	NA	NA	90802738	90802882	90807601	90807737	NA	NA	NA	90805283	90805458
ENSG00000156515.25	HK1	chr10	+	NA	NA	NA	NA	NA	NA	96573	2,0,1	0,0,0	6,3,0	3,0,0	218	39	0.01491224	0.1900032	1.0,NA,1.0	0.264,1.0,NA	0.368	SE	NA	NA	NA	NA	69295632	69295680	69343826	69343843	NA	NA	NA	69338497	69338676
