gene_symbol	ensembl_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_transcripts	n_differential_transcripts	n_overexpressed_transcripts	n_underexpressed_transcripts	n_exons	n_differential_exons	n_overexpressed_exons	n_underexpressed_exons	n_events	n_differential_events	n_overexpressed_events	n_underexpressed_events	Ediciones
RIN1	ENSG00000174791.11	2355.862943	0.3386969722	0.08416846467	4.024036479	5.72E-05	0.001454458414	8	0	0	0	29	0	0	0	12	0	0	0	0
RIN2	ENSG00000132669.14	8169.528086	-0.172802438	0.05633393373	-3.067466206	0.00215881869	0.03092618182	13	0	0	0	28	0	0	0	26	1	0	1	0
RIPK4	ENSG00000183421.12	4274.994627	-0.3516740927	0.06499763388	-5.410567611	6.28E-08	2.92E-06	2	0	0	0	10	0	0	0	3	0	0	0	1
RMND5B	ENSG00000145916.19	910.176871	0.3472044388	0.09652034732	3.597214975	0.0003216426435	0.00640300142	12	0	0	0	31	0	0	0	15	0	0	0	1
RNASE7	ENSG00000165799.5	106.8819703	-8.304613804	1.058973659	-7.842134441	4.43E-15	4.79E-13	2	1	0	1	0	0	0	0	0	0	0	0	0
RNASEK	ENSG00000219200.12	2549.014228	-0.2639385503	0.08803246885	-2.998195482	0.00271583413	0.03734604928	10	0	0	0	20	0	0	0	5	0	0	0	0
RND1	ENSG00000172602.11	51.12990197	-1.180762746	0.3766295678	-3.135077135	0.001718089296	0.02579192185	6	0	0	0	3	0	0	0	1	0	0	0	0
RNF19A	ENSG00000034677.13	8972.67802	-0.3902444008	0.05909199838	-6.604014275	4.00E-11	3.01E-09	15	0	0	0	36	0	0	0	27	0	0	0	0
RNF19B	ENSG00000116514.17	2817.308389	-0.4871022203	0.07652064259	-6.365631597	1.94E-10	1.32E-08	3	0	0	0	12	0	0	0	10	0	0	0	0
RNF207	ENSG00000158286.13	1152.208165	-0.4576288637	0.1058686617	-4.32260932	1.54E-05	0.0004471644483	9	0	0	0	39	0	0	0	13	0	0	0	0
RNFT2	ENSG00000135119.15	284.4593542	0.6697985543	0.1485855541	4.507830914	6.55E-06	0.0002062619515	8	1	1	0	16	0	0	0	1	0	0	0	6
ROBO3	ENSG00000154134.15	1148.272217	-0.3517163883	0.09888680844	-3.556757407	0.0003754605783	0.007335851625	21	0	0	0	52	0	0	0	34	3	3	0	0
ROBO4	ENSG00000154133.15	917.8315513	-0.5760494127	0.1054632871	-5.462084757	4.71E-08	2.22E-06	10	0	0	0	31	0	0	0	10	0	0	0	0
RPGRIP1L	ENSG00000103494.16	780.5989814	0.3706530611	0.1107747842	3.346005716	0.0008198470565	0.01390484892	16	0	0	0	41	0	0	0	5	1	1	0	0
RPL36A-HNRNPH2	ENSG00000257529.5	3557.195736	0.3035078962	0.09989417898	3.038294116	0.00237921619	0.03352302227	2	0	0	0	7	0	0	0	1	0	0	0	0
RPS5	ENSG00000083845.9	88600.97242	-1.362444714	0.07097524612	-19.1960548	3.99E-82	3.40E-79	9	2	0	2	26	12	11	1	11	0	0	0	0
RPS6KC1	ENSG00000136643.12	5892.761164	-0.1952705228	0.06202383975	-3.148313996	0.001642151948	0.02483989563	9	0	0	0	22	0	0	0	40	0	0	0	0
RRAD	ENSG00000166592.12	2500.073777	-0.9360713551	0.09134248927	-10.24792911	1.21E-24	2.15E-22	5	1	0	1	19	1	1	0	2	0	0	0	0
RRAGB	ENSG00000083750.13	977.3212549	0.2766758706	0.09396255748	2.944533206	0.003234422371	0.04256957558	6	0	0	0	20	0	0	0	5	0	0	0	0
RRAGD	ENSG00000025039.15	1852.646432	-0.3696918831	0.08383537817	-4.409735975	1.03E-05	0.0003099564189	3	0	0	0	9	0	0	0	4	0	0	0	0
RRM2B	ENSG00000048392.13	3071.273874	0.2378959425	0.07858484294	3.027249704	0.002467900006	0.03450277818	10	0	0	0	20	0	0	0	10	0	0	0	0
RRS1	ENSG00000179041.4	2508.361428	-0.6902023471	0.07411807961	-9.312199543	1.25E-20	1.92E-18	1	0	0	0	0	0	0	0	0	0	0	0	0
RTEL1-TNFRSF6B	ENSG00000026036.23	3587.404242	0.221399873	0.07267307681	3.046518501	0.002315082314	0.03278988389	4	0	0	0	48	0	0	0	12	0	0	0	0
RTN4R	ENSG00000040608.14	170.7645957	0.6337423225	0.2056603715	3.081499454	0.002059608541	0.02993679886	6	0	0	0	5	0	0	0	0	0	0	0	0
RUBCN	ENSG00000145016.17	4356.02513	-0.2556192892	0.07807971366	-3.273824624	0.001061024403	0.01737409216	11	0	0	0	36	0	0	0	9	0	0	0	0
RUFY3	ENSG00000018189.13	4979.824081	-0.1828471833	0.06014845447	-3.039931531	0.00236631937	0.03341317724	15	0	0	0	48	2	2	0	45	0	0	0	0
RUNX1T1	ENSG00000079102.17	35.75179384	-2.800228704	0.4746574052	-5.899473333	3.65E-09	2.10E-07	46	1	0	1	0	0	0	0	0	0	0	0	0
S100A2	ENSG00000196754.13	6910.261497	0.4000482419	0.06894191494	5.802685381	6.53E-09	3.62E-07	6	0	0	0	13	0	0	0	6	0	0	0	0
S100A3	ENSG00000188015.10	1591.925808	-0.4846952129	0.09191997084	-5.273013128	1.34E-07	5.87E-06	2	0	0	0	5	0	0	0	1	0	0	0	0
S100A4	ENSG00000196154.12	23177.40972	0.2572669114	0.06689071719	3.846077934	0.000120023601	0.002739829257	6	0	0	0	10	0	0	0	3	0	0	0	0
S100A6	ENSG00000197956.10	222876.6592	0.2494428467	0.06800271108	3.668130913	0.0002443300804	0.005107335281	5	0	0	0	11	0	0	0	5	0	0	0	0
S100P	ENSG00000163993.7	670.5622133	-0.6813660311	0.1058710279	-6.435811993	1.23E-10	8.58E-09	2	0	0	0	3	0	0	0	1	0	0	0	0
S1PR2	ENSG00000267534.4	747.4108548	-0.4958687167	0.1021186725	-4.855808489	1.20E-06	4.33E-05	1	0	0	0	2	0	0	0	0	0	0	0	0
SAA1	ENSG00000173432.13	5864.053877	-1.238233401	0.06417320043	-19.29517918	5.90E-83	5.40E-80	5	3	0	3	12	0	0	0	6	0	0	0	0
SAA2	ENSG00000134339.9	2829.955846	-1.466890571	0.07365979721	-19.91439872	3.05E-88	3.30E-85	6	3	0	3	12	1	0	1	7	0	0	0	0
SAA2-SAA4	ENSG00000255071.3	41.48301071	-1.367310635	0.4123014172	-3.316288952	0.0009122145808	0.01525204842	1	0	0	0	6	0	0	0	4	0	0	0	0
SAC3D1	ENSG00000168061.17	1590.986709	0.5527020812	0.09984047816	5.535851705	3.10E-08	1.52E-06	5	0	0	0	11	0	0	0	3	2	0	2	0
SAMD4A	ENSG00000020577.14	7678.245884	-0.1970007457	0.06165382708	-3.195271973	0.001396991262	0.02178190239	15	0	0	0	34	1	1	0	24	0	0	0	0
SAMD9L	ENSG00000177409.12	9828.175383	-0.3313802887	0.06190867492	-5.352727854	8.66E-08	3.96E-06	9	0	0	0	16	0	0	0	36	2	2	0	0
SAP30	ENSG00000164105.4	2826.061155	0.2830781824	0.07100393868	3.986795489	6.70E-05	0.001660968059	2	0	0	0	7	0	0	0	3	0	0	0	0
SAP30L	ENSG00000164576.12	1954.639975	0.337919334	0.1126247502	3.000400298	0.002696250074	0.03714989468	9	0	0	0	15	0	0	0	6	0	0	0	0
SAPCD2	ENSG00000186193.9	3496.174738	0.3698521603	0.07677731287	4.817206365	1.46E-06	5.14E-05	1	0	0	0	6	0	0	0	1	0	0	0	0
SARM1	ENSG00000004139.14	1208.242875	-1.678145101	0.1290335235	-13.00549699	1.14E-38	3.43E-36	8	1	0	1	13	0	0	0	1	0	0	0	0
SAYSD1	ENSG00000112167.11	1867.153153	0.4111964082	0.08212637389	5.006874026	5.53E-07	2.15E-05	5	0	0	0	8	0	0	0	8	0	0	0	0
SCAND1	ENSG00000171222.11	4255.034619	0.4561235229	0.1128360467	4.042356466	5.29E-05	0.001353269422	3	0	0	0	8	0	0	0	0	0	0	0	0
SCAP	ENSG00000114650.21	6536.426163	0.2628958725	0.05997362171	4.38352504	1.17E-05	0.0003462362884	14	0	0	0	39	0	0	0	39	0	0	0	0
SCN5A	ENSG00000183873.18	1175.361144	0.5784819667	0.1095549011	5.2802929	1.29E-07	5.69E-06	11	0	0	0	40	0	0	0	10	0	0	0	0
SCNN1A	ENSG00000111319.13	1073.629409	0.2774845374	0.09338689413	2.971343463	0.002964999827	0.03999641976	23	0	0	0	45	0	0	0	17	0	0	0	0
SCRN2	ENSG00000141295.14	1675.045328	0.3328610018	0.08141613009	4.088391347	4.34E-05	0.001131513383	13	0	0	0	31	0	0	0	15	0	0	0	0
SCTR	ENSG00000080293.10	100.796767	-1.607475422	0.289334461	-5.555768976	2.76E-08	1.38E-06	5	0	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307.20	144.3924139	-1.620640926	0.2899472271	-5.589434126	2.28E-08	1.14E-06	7	0	0	0	0	0	0	0	0	0	0	0	0
SDC2	ENSG00000169439.12	7429.285964	0.2080186578	0.05656102943	3.677773548	0.0002352786965	0.004935462982	8	0	0	0	14	0	0	0	1	0	0	0	0
SDC4	ENSG00000124145.6	25190.31051	-0.9442797217	0.05751125937	-16.41904093	1.40E-60	7.08E-58	1	1	0	1	5	0	0	0	9	0	0	0	0
SELENOM	ENSG00000198832.11	1431.084878	-0.4022323179	0.1098025533	-3.663232828	0.0002490519691	0.005174239383	9	0	0	0	25	0	0	0	1	0	0	0	0
SELP	ENSG00000174175.17	25.23317601	-5.201665707	0.8738579389	-5.952530126	2.64E-09	1.56E-07	7	1	0	1	0	0	0	0	0	0	0	0	0
SEMA3B	ENSG00000012171.20	3030.411647	0.4185033438	0.08281238357	5.053632389	4.33E-07	1.72E-05	15	0	0	0	51	0	0	0	20	1	0	1	0
SEMA3D	ENSG00000153993.14	271.8370735	0.4987458611	0.1685290693	2.95940554	0.003082331811	0.04104431661	4	0	0	0	21	0	0	0	1	0	0	0	0
SEMA4B	ENSG00000185033.15	2839.778481	-0.6021897323	0.07638306006	-7.883812613	3.18E-15	3.47E-13	20	0	0	0	43	0	0	0	12	0	0	0	0
SEMA4C	ENSG00000168758.11	4192.99532	-0.2121357927	0.07248961411	-2.926430156	0.00342876486	0.04447570707	6	0	0	0	26	1	1	0	12	0	0	0	0
SEMA5A	ENSG00000112902.12	761.4562258	0.6142472874	0.1374279028	4.469596603	7.84E-06	0.0002423176706	5	0	0	0	26	0	0	0	7	1	1	0	1
SEMA6B	ENSG00000167680.17	1261.220615	0.4128936707	0.09832756324	4.199165087	2.68E-05	0.0007323138711	5	0	0	0	22	1	1	0	6	0	0	0	0
SEMA7A	ENSG00000138623.10	7933.950137	-0.5122561958	0.07469512021	-6.857960659	6.99E-12	5.66E-10	4	0	0	0	20	0	0	0	8	0	0	0	0
SEPTIN14	ENSG00000154997.9	9.325000454	-3.326932589	1.05774797	-3.145298013	0.001659177224	0.02504968328	2	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN4	ENSG00000108387.16	376.8924288	-0.4490552717	0.1544896045	-2.90670219	0.003652607596	0.04690665278	33	1	1	0	34	0	0	0	17	2	0	2	0
SERPINA1	ENSG00000197249.14	1690.069218	-0.7833620433	0.0911530505	-8.593920214	8.41E-18	1.11E-15	20	0	0	0	28	0	0	0	8	3	2	1	0
SERPINA3	ENSG00000196136.18	150.7039882	-1.13741059	0.2248043232	-5.059558349	4.20E-07	1.68E-05	9	0	0	0	8	0	0	0	1	0	0	0	0
SERPINB1	ENSG00000021355.13	14997.00555	0.2333038782	0.05890784237	3.96048928	7.48E-05	0.001817169713	5	0	0	0	15	0	0	0	6	0	0	0	1
SERPINB3	ENSG00000057149.16	118.1481988	-2.154311659	0.270115401	-7.975523244	1.52E-15	1.69E-13	2	1	0	1	0	0	0	0	0	0	0	0	0
SERPINB8	ENSG00000166401.15	919.0537449	-0.3432463675	0.1032474029	-3.324503647	0.0008857607502	0.01488419825	9	0	0	0	17	0	0	0	6	0	0	0	0
SERPIND1	ENSG00000099937.11	77.64219749	-0.8757420286	0.2746453404	-3.188628751	0.001429493353	0.02220143981	2	0	0	0	5	0	0	0	0	0	0	0	0
SERPINE1	ENSG00000106366.9	74545.25765	-0.7528715016	0.06600748477	-11.40585048	3.91E-30	8.78E-28	1	1	0	1	9	0	0	0	15	0	0	0	0
SERPINE2	ENSG00000135919.14	1304.118809	-0.2917384144	0.08100469856	-3.601499907	0.0003163865357	0.006335447458	10	0	0	0	15	0	0	0	5	0	0	0	0
SERTAD4-AS1	ENSG00000203706.9	509.9950508	0.4452191784	0.1300512077	3.423414409	0.0006183972279	0.01103704618	4	0	0	0	5	0	0	0	2	0	0	0	0
SESN3	ENSG00000149212.12	587.368039	0.3862379085	0.1308858786	2.950951721	0.003167964308	0.04192666048	6	0	0	0	14	0	0	0	0	0	0	0	1
SEZ6L	ENSG00000100095.19	11.9665053	-2.490171063	0.7888097676	-3.156871486	0.001594716128	0.02427031663	10	0	0	0	0	0	0	0	0	0	0	0	0
SGK1	ENSG00000118515.12	6437.356194	0.2219193447	0.06799935028	3.263550958	0.001100253963	0.01795791087	30	0	0	0	54	6	6	0	11	0	0	0	0
SGPL1	ENSG00000166224.18	12668.28254	-0.3098800113	0.062987313	-4.919721077	8.67E-07	3.22E-05	18	1	0	1	49	0	0	0	30	2	1	1	0
SGSH	ENSG00000181523.13	978.7565494	-0.5016240602	0.1091841789	-4.594292557	4.34E-06	0.0001406576886	17	3	1	2	35	0	0	0	12	0	0	0	0
SH3BP4	ENSG00000130147.16	2713.829885	0.302185384	0.07614301916	3.968655136	7.23E-05	0.001766837917	11	0	0	0	21	0	0	0	4	0	0	0	0
SH3PXD2B	ENSG00000174705.13	1402.834384	-0.2771158346	0.09337636336	-2.967729998	0.003000077368	0.04042460809	5	0	0	0	18	0	0	0	5	2	0	2	0
SHANK3	ENSG00000251322.11	1233.639101	-1.166633523	0.09891076963	-11.79480786	4.15E-32	9.60E-30	12	1	0	1	24	0	0	0	14	1	0	1	0
SHD	ENSG00000105251.11	17.8841358	-2.733029189	0.6848181163	-3.990883307	6.58E-05	0.001636003015	5	0	0	0	0	0	0	0	0	0	0	0	0
SHMT1	ENSG00000176974.21	1911.993521	0.3340811413	0.08384711028	3.984408528	6.76E-05	0.001674296052	10	0	0	0	21	0	0	0	13	1	0	1	0
SHOC1	ENSG00000165181.17	191.6595354	-0.6862453079	0.1922205341	-3.570093649	0.0003568536283	0.007015960393	11	0	0	0	17	0	0	0	8	0	0	0	1
SIRPB1	ENSG00000101307.16	26.67983206	-3.511996698	0.6278195485	-5.593958816	2.22E-08	1.12E-06	15	1	0	1	0	0	0	0	0	0	0	0	0
SIX6	ENSG00000184302.7	52.31182722	-1.686348052	0.3819636488	-4.414943824	1.01E-05	0.0003037337704	1	0	0	0	0	0	0	0	0	0	0	0	0
SKOR1	ENSG00000188779.12	44.24725292	-1.355996639	0.3867092788	-3.50650143	0.0004540389976	0.008613716729	4	0	0	0	0	0	0	0	0	0	0	0	0
SLAIN1	ENSG00000139737.23	401.3524086	0.5032088934	0.1364242339	3.688559423	0.000225527358	0.004764490565	18	0	0	0	20	0	0	0	3	0	0	0	0
SLC11A2	ENSG00000110911.17	2641.208986	-0.3022371484	0.07054262563	-4.284461284	1.83E-05	0.0005192133579	33	0	0	0	64	0	0	0	22	0	0	0	1
SLC18A2	ENSG00000165646.14	10.44491408	-5.817873695	1.379396928	-4.217693673	2.47E-05	0.0006801377165	2	1	0	1	4	0	0	0	0	0	0	0	0
SLC19A2	ENSG00000117479.15	1800.154474	0.3613714509	0.09584189327	3.770495746	0.0001629235797	0.003578457111	4	0	0	0	12	0	0	0	1	0	0	0	0
SLC1A6	ENSG00000105143.13	9.033576723	-5.609621839	1.40073887	-4.004759174	6.21E-05	0.001550975072	11	1	0	1	0	0	0	0	0	0	0	0	0
SLC22A4	ENSG00000197208.6	1262.999397	-0.3670940535	0.08486472863	-4.325637511	1.52E-05	0.0004421420082	3	0	0	0	14	0	0	0	12	0	0	0	0
SLC25A1	ENSG00000100075.10	5523.28899	0.2923059817	0.07485964945	3.904720151	9.43E-05	0.002224313795	5	0	0	0	20	0	0	0	10	0	0	0	0
SLC25A10	ENSG00000183048.12	4121.456536	0.3101953393	0.07395360754	4.194458521	2.74E-05	0.0007459722306	8	0	0	0	27	1	1	0	14	0	0	0	0
SLC25A12	ENSG00000115840.14	2129.998369	-0.3666773883	0.07810247639	-4.694824099	2.67E-06	8.97E-05	10	0	0	0	28	0	0	0	16	0	0	0	0
SLC25A22	ENSG00000177542.11	4388.019791	-0.3978645291	0.07248527365	-5.488901525	4.04E-08	1.94E-06	31	0	0	0	57	0	0	0	12	1	1	0	0
SLC25A37	ENSG00000147454.14	11041.44138	-0.1978797965	0.062179511	-3.182395508	0.001460622101	0.02255249779	12	0	0	0	30	0	0	0	14	0	0	0	0
SLC2A1	ENSG00000117394.24	40342.42839	0.3255758301	0.05351327333	6.084020091	1.17E-09	7.19E-08	15	0	0	0	40	0	0	0	8	0	0	0	0
SLC2A6	ENSG00000160326.14	3230.919634	-0.339154084	0.06397832565	-5.301077834	1.15E-07	5.12E-06	5	0	0	0	20	0	0	0	12	0	0	0	0
SLC30A5	ENSG00000145740.20	5091.374789	0.2148700169	0.06743713452	3.186226972	0.001441414662	0.02232832901	8	0	0	0	28	0	0	0	15	0	0	0	0
SLC31A2	ENSG00000136867.11	4069.872989	-0.5249953142	0.06169491076	-8.509540053	1.75E-17	2.22E-15	3	0	0	0	9	0	0	0	4	0	0	0	0
SLC37A3	ENSG00000157800.18	5112.947331	0.2274652728	0.07134109805	3.188418444	0.001430533577	0.02220311208	28	1	1	0	58	0	0	0	42	1	1	0	3
SLC37A4	ENSG00000137700.19	1726.010568	0.464343526	0.09406444721	4.936440278	7.96E-07	2.98E-05	27	1	1	0	49	0	0	0	32	0	0	0	0
SLC39A6	ENSG00000141424.13	8315.868645	-0.1786788242	0.06030643681	-2.962848307	0.003048067401	0.04075198691	4	0	0	0	16	0	0	0	2	0	0	0	0
SLC41A2	ENSG00000136052.10	3787.87011	-0.2319789576	0.07035578779	-3.297226353	0.0009764477348	0.01618958504	10	0	0	0	28	0	0	0	8	0	0	0	0
SLC43A2	ENSG00000167703.15	582.9883378	-0.606229523	0.1144750009	-5.295737222	1.19E-07	5.26E-06	12	0	0	0	26	0	0	0	3	0	0	0	0
SLC43A3	ENSG00000134802.18	23858.76325	-0.3739452197	0.06647581017	-5.625282622	1.85E-08	9.52E-07	26	0	0	0	55	0	0	0	28	1	0	1	0
SLC4A4	ENSG00000080493.19	946.5200542	0.4191017769	0.1145086973	3.659999518	0.0002522157228	0.005235400299	10	0	0	0	30	0	0	0	5	0	0	0	0
SLC6A14	ENSG00000268104.3	56.75630195	-2.476880599	0.3758993601	-6.589212065	4.42E-11	3.30E-09	2	0	0	0	4	0	0	0	0	0	0	0	0
SLC6A6	ENSG00000131389.18	7162.057446	-0.188998892	0.059513691	-3.17572123	0.001494645066	0.02301119147	12	0	0	0	32	0	0	0	19	0	0	0	0
SLC6A7	ENSG00000011083.9	22.95490855	-1.978525483	0.5732428757	-3.451461094	0.0005575601355	0.01010270112	3	0	0	0	2	0	0	0	0	0	0	0	0
SLC7A5	ENSG00000103257.9	28181.59526	0.3233016072	0.0648161936	4.987975832	6.10E-07	2.34E-05	3	0	0	0	13	0	0	0	2	0	0	0	0
SLC7A7	ENSG00000155465.21	720.1287805	-0.3672689075	0.1100809562	-3.336352808	0.0008488536484	0.01434375906	24	0	0	0	33	0	0	0	15	1	0	1	0
SLC8B1	ENSG00000089060.12	5186.601467	-0.4020599167	0.06403001905	-6.279240936	3.40E-10	2.25E-08	17	0	0	0	50	0	0	0	17	0	0	0	0
SLC9A3	ENSG00000066230.12	205.698592	0.668631254	0.188342342	3.550084632	0.0003851073252	0.007503289939	4	0	0	0	9	0	0	0	0	0	0	0	0
SLC9A6	ENSG00000198689.13	3443.531865	0.2449160896	0.06876799028	3.561483891	0.0003687647377	0.007226271308	22	0	0	0	35	0	0	0	7	0	0	0	0
SLCO4A1	ENSG00000101187.16	1681.90338	0.4008443222	0.09770122558	4.102756335	4.08E-05	0.001074054623	9	0	0	0	25	0	0	0	12	0	0	0	0
SLFN5	ENSG00000166750.10	2195.256178	-0.7005813326	0.08405475618	-8.334820829	7.76E-17	9.29E-15	3	0	0	0	8	0	0	0	2	0	0	0	0
SLIT2	ENSG00000145147.20	2571.586971	-0.4254156294	0.1278621688	-3.327142294	0.0008774155718	0.01476352463	12	0	0	0	55	0	0	0	10	0	0	0	0
SLX4IP	ENSG00000149346.15	695.6355331	0.4699817541	0.1090757645	4.308764245	1.64E-05	0.0004737825052	2	0	0	0	8	0	0	0	5	1	1	0	1
SMAD3	ENSG00000166949.17	9488.594813	-0.2364851878	0.06212478021	-3.806616088	0.0001408811795	0.003149521129	18	0	0	0	42	0	0	0	10	0	0	0	1
SMARCA2	ENSG00000080503.25	4789.317804	0.1867416762	0.06042783995	3.090325195	0.001999374562	0.0293122592	72	1	1	0	124	0	0	0	31	1	1	0	0
SMARCD3	ENSG00000082014.17	809.5162362	0.3322496646	0.1121398617	2.962815004	0.00304839719	0.04075198691	15	0	0	0	39	1	1	0	11	0	0	0	0
SMCR8	ENSG00000176994.11	6767.395484	-0.2263747414	0.06599228358	-3.430321382	0.0006028667416	0.01078411289	1	0	0	0	2	0	0	0	0	0	0	0	0
SMIM14	ENSG00000163683.12	1874.155557	0.3021985343	0.09746795286	3.100491243	0.001931999268	0.02842952446	7	0	0	0	17	0	0	0	3	0	0	0	13
SMIM41	ENSG00000284791.2	14.29141062	-2.087190325	0.704043937	-2.964573964	0.0030310237	0.04072553232	1	0	0	0	0	0	0	0	0	0	0	0	0
SMOX	ENSG00000088826.18	1974.232522	-0.3545496913	0.09422319321	-3.762870682	0.0001679740701	0.003678332506	12	0	0	0	17	0	0	0	7	0	0	0	0
SMURF1	ENSG00000198742.10	9880.761266	-0.2087637533	0.0589178224	-3.543303958	0.0003951469764	0.0076550483	4	0	0	0	22	2	2	0	26	1	0	1	0
SNHG14	ENSG00000224078.15	22.91070236	-4.45415191	0.7659263319	-5.815379005	6.05E-09	3.37E-07	142	1	0	1	6	0	0	0	0	0	0	0	0
SNHG7	ENSG00000233016.9	2785.995663	0.2785621648	0.08201052893	3.396663434	0.0006821280953	0.0119329815	10	0	0	0	20	1	0	1	12	0	0	0	0
SNORA49	ENSG00000208892.1	98.47960283	-1.190812248	0.3656948661	-3.256300153	0.001128743593	0.0183442022	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORA71C	ENSG00000201512.1	85.56764366	-1.238368618	0.4012820915	-3.086030113	0.002028482774	0.02959322694	1	0	0	0	0	0	0	0	0	0	0	0	0
SNRPA1	ENSG00000131876.18	3003.066811	-0.3007732859	0.08866650539	-3.392186086	0.0006933733233	0.01209415784	15	0	0	0	33	0	0	0	11	0	0	0	0
SNTB1	ENSG00000172164.15	434.2675836	0.3731311222	0.1221655753	3.054306593	0.002255814143	0.03208403759	6	0	0	0	11	0	0	0	1	0	0	0	0
SNX12	ENSG00000147164.12	5191.267507	0.4580120176	0.07027677518	6.517260025	7.16E-11	5.15E-09	7	0	0	0	22	0	0	0	2	0	0	0	0
SNX32	ENSG00000172803.18	22.71584303	-3.336025476	0.6597689118	-5.056354455	4.27E-07	1.71E-05	9	0	0	0	12	0	0	0	0	0	0	0	0
SOCS7	ENSG00000274211.6	2280.786992	0.2421267908	0.07970296342	3.037864345	0.002382611846	0.03354678027	5	0	0	0	16	0	0	0	11	0	0	0	0
SOD2	ENSG00000291237.1	10982.35171	-0.7611175615	0.05879681337	-12.94487775	2.51E-38	7.47E-36	15	2	0	2	33	3	3	0	7	0	0	0	1
SOWAHB	ENSG00000186212.4	146.0239711	-0.8309005061	0.2272114101	-3.656948855	0.0002552352823	0.005275932721	1	0	0	0	0	0	0	0	0	0	0	0	0
SOX18	ENSG00000203883.7	18.33666996	-2.244081079	0.614444085	-3.652213657	0.0002599894273	0.005364027968	1	0	0	0	0	0	0	0	0	0	0	0	0
SOX30	ENSG00000039600.11	47.07523219	-2.456207907	0.4491726121	-5.468294015	4.54E-08	2.15E-06	3	0	0	0	0	0	0	0	0	0	0	0	0
SOX4	ENSG00000124766.7	1353.481187	0.3502431539	0.09140597499	3.831731503	0.0001272445635	0.002885300774	1	0	0	0	0	0	0	0	0	0	0	0	0
SP100	ENSG00000067066.17	5002.459769	-0.1927743942	0.06325887625	-3.047388851	0.002308388787	0.03271454085	19	0	0	0	56	0	0	0	23	0	0	0	0
SP110	ENSG00000135899.20	978.3448742	-0.345480562	0.09411798351	-3.670717849	0.0002418702213	0.005060358611	21	0	0	0	43	0	0	0	18	0	0	0	4
SP7	ENSG00000170374.6	29.66938965	-8.313961289	1.257704767	-6.610423614	3.83E-11	2.89E-09	4	1	0	1	0	0	0	0	0	0	0	0	0
SPATA31D4	ENSG00000189357.9	37.67469996	-1.570049891	0.4711829983	-3.332144617	0.000861794605	0.01454179146	1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA5	ENSG00000145375.9	6072.634639	0.1893793397	0.06293869497	3.008949261	0.002621528933	0.03633060673	5	0	0	0	22	0	0	0	12	0	0	0	0
SPC24	ENSG00000161888.12	4535.954415	0.3061630186	0.07631758282	4.011697008	6.03E-05	0.001516770373	7	0	0	0	21	0	0	0	8	0	0	0	7
SPDEF	ENSG00000124664.11	3105.832938	0.2871486086	0.06474002644	4.43541074	9.19E-06	0.0002794346579	2	0	0	0	6	0	0	0	8	0	0	0	0
SPHK1	ENSG00000176170.14	1967.950849	-0.527791217	0.08246833652	-6.399925586	1.55E-10	1.07E-08	10	0	0	0	19	0	0	0	6	0	0	0	0
SPINK4	ENSG00000122711.9	1904.879688	0.2902043167	0.09162579703	3.167277406	0.001538734588	0.02349950725	2	0	0	0	5	0	0	0	0	0	0	0	0
SPINT1	ENSG00000166145.15	438.2890854	-0.615959579	0.1332881689	-4.621262218	3.81E-06	0.0001252558063	11	0	0	0	27	0	0	0	4	0	0	0	0
SPINT2	ENSG00000167642.13	20882.68259	0.2872428683	0.05331824509	5.387327881	7.15E-08	3.30E-06	11	0	0	0	25	0	0	0	10	0	0	0	0
SPOCD1	ENSG00000134668.13	841.1532698	-0.3794251802	0.1150450632	-3.298057037	0.0009735635622	0.01615301383	14	0	0	0	22	0	0	0	34	0	0	0	0
SPOP	ENSG00000121067.19	4148.046788	0.185987728	0.06275315251	2.963798958	0.003038667375	0.04075198691	25	0	0	0	48	0	0	0	30	1	0	1	0
SPSB4	ENSG00000175093.5	704.2433158	-1.813773799	0.1608207414	-11.27823304	1.68E-29	3.67E-27	4	1	0	1	0	0	0	0	0	0	0	0	0
SPTBN2	ENSG00000173898.15	2129.005356	0.2340627279	0.07290345174	3.21058499	0.001324650904	0.02091419985	12	0	0	0	51	0	0	0	8	1	0	1	7
SQOR	ENSG00000137767.14	6077.212689	-0.2839482144	0.06619549026	-4.289540169	1.79E-05	0.000509300481	8	0	0	0	19	0	0	0	6	0	0	0	0
SQSTM1	ENSG00000161011.20	22710.88602	-0.3907350003	0.06522698847	-5.99038848	2.09E-09	1.26E-07	16	0	0	0	37	0	0	0	9	0	0	0	0
SREBF1	ENSG00000072310.18	11488.08242	0.3776413505	0.05521361537	6.839641781	7.94E-12	6.39E-10	24	0	0	0	76	1	1	0	19	1	1	0	0
SREBF2	ENSG00000198911.12	5643.90351	0.220015187	0.06765355895	3.252085927	0.001145613825	0.01858032668	9	0	0	0	37	0	0	0	29	0	0	0	0
SREBF2-AS1	ENSG00000184068.2	30.99148219	-1.404413562	0.4469612833	-3.142136947	0.001677195691	0.02524061981	1	0	0	0	2	0	0	0	0	0	0	0	0
